name,price,deal,shop_name,location,url
【双11预售】兰蔻持妆粉底液 持久保湿混油皮控油遮瑕防水,430.00,6万+人付款,lancome兰蔻官方旗舰店,江苏 苏州,https://click.simba.taobao.com/cc_im?p=%B7%DB%B5%D7%D2%BA&s=1927332364&k=621&e=eRBt1DumMff2iNrcgu2Ox9ayEHcyZQnK1Ci%2BMdCuHAzvvY1qjgT6z4O1BSvzHU2kqj%2Bd4Si7pLh%2BXuwPf3Il0vFQ6rYc0JdqDt6mSLC2eNRCqtqBT8qZ7fV72r%2BrZFjdsP7WFR5mCPN73IUTydQR0N2qFeM8wBtzXNwbIda%2BNkGiLhkmnKxdxXIwFQo4rr7pIbROvuHzwCdGReSQCFURAviknZv3qu2FfYvOlhLqa4Jwc77oHib%2FKVwyEvgag8Dylj3f6IQ1tZIB%2BnWeGtx2JWXP9lvkT%2BVnKgpC2h37asEahOO%2FCOhbenQQj95s5E966TfjPR6ycr1z0WcafBpET9psZJaeDrWsNpp1Iez7tD7OsRIk%2FiePAid9WqqGh%2FhausA1gX0RZltE00rIWiY6VjzGH5SOhwuxwmapiCKEkh5fyOv0dKgpO4yw%2BbVsdpFMm7RMkqaR3EoZZNRoNwdsmh%2BMaPR4zcH6Y4%2BEo8uxWRZ8XyCx%2BtdecFV5cLghDyzsc103gYuxDsxFlXEaDikUF%2Fr9YbJuaUlEqNSksUYpVaO%2Buitr%2Fa1E%2FMqZYk%2BGJqyHjaILkzsLiU%2FYz2rOf8LGXkyeIzMvc%2FBoFU1p%2BQgHgyk%3D
【双11抢购】资生堂INTEGRATE完美意境粉底液粉底霜持久,119.00,5000+人付款,资生堂集团海外旗舰店,日本,https://click.simba.taobao.com/cc_im?p=%B7%DB%B5%D7%D2%BA&s=1927332364&k=621&e=cMAxGg4DFav2iNrcgu2Ox9ayEHcyZQnK1Ci%2BMdCuHAzvvY1qjgT6z4O1BSvzHU2kqj%2Bd4Si7pLg9m8AQUpPUzkSs0duLNkPNDt6mSLC2eNRCqtqBT8qZ7fV72r%2BrZFjdsP7WFR5mCPN73IUTydQR0N2qFeM8wBtzXNwbIda%2BNkGiLhkmnKxdxXIwFQo4rr7pIbROvuHzwCdGReSQCFURAviknZv3qu2FfYvOlhLqa4Jwc77oHib%2FKVwyEvgag8Dylj3f6IQ1tZIB%2BnWeGtx2JQsF2pGR%2FYN8uu6kDoc659Ho6VPv7cA2%2BHB9yFD9AJXOKN3Dv4kw38rOzcUVSbQ18wNLO86EmUYcEqCbjB0HGa05fIYc4IymYsq2U13MkGVQi8yVpPrE1EXK36efXkk2bSY3zScq5v%2BS7OrfbAcQc%2FReF4mRBhR7GfM7lAeg1NwRwzMTZGPVJ35se7Oj0BRsTAkXI0KzL68EtOkcLg7F5p4e7%2FN8GuAvW89lM0aT4LhnqANw96tTUnpj%2BHmK1kNQihuH8a%2FO1F89FVu%2BiKOxEmHLGpcnjyWepK7M6Rs%2FVgIcuKtim1ux%2FMbzwYlmA%2FOrT4KM5eVYR4ZF5omnx82CWOc%3D
2瓶|粉底液正品持久保湿遮瑕不脱妆持妆气垫bb霜干油皮女学生平价,49.90,1万+人付款,资莱皙旗舰店,广东 广州,https://click.simba.taobao.com/cc_im?p=%B7%DB%B5%D7%D2%BA&s=1927332364&k=621&e=BOmJKQ3p4xb2iNrcgu2Ox9ayEHcyZQnK1Ci%2BMdCuHAzvvY1qjgT6z4O1BSvzHU2kqj%2Bd4Si7pLj9wEqfz73xktvs5%2Fqv0ajDDt6mSLC2eNRCqtqBT8qZ7fV72r%2BrZFjdsP7WFR5mCPN73IUTydQR0N2qFeM8wBtzXNwbIda%2BNkGiLhkmnKxdxXIwFQo4rr7pIbROvuHzwCdGReSQCFURAviknZv3qu2FfYvOlhLqa4Jwc77oHib%2FKVwyEvgag8Dylj3f6IQ1tZIB%2BnWeGtx2JZ7xEtfKZclX6QAbkSP5JxQd74V6eoYPE4DwCuWN7iOVnOMo0tYKy9toEERKQI89N1QUMmKpbrzlm0x9qygc78U5fIYc4IymYsq2U13MkGVQi8yVpPrE1EXK36efXkk2bSY3zScq5v%2BSJIOxErBYNBsV2froETnFt%2FM7lAeg1NwRwzMTZGPVJ37FLn9NH5UPjyKzU61%2FTgY%2B2J8DGltdFc7KaDNkXfy%2B7c9lM0aT4LhnqANw96tTUnpj%2BHmK1kNQihuH8a%2FO1F89FVu%2BiKOxEmHLGpcnjyWepK7M6Rs%2FVgIcuKtim1ux%2FMbzwYlmA%2FOrT4KM5eVYR4ZF5omnx82CWOc%3D
【福瑞达】UMT小金殿长效持妆粉底液去油水润保湿遮瑕油皮混油皮,168.00,3000+人付款,umt化妆品旗舰店,山东 济南,https://detail.tmall.com/item.htm?id=624742654344&ns=1&abbucket=3
【双11预售】娇韵诗缎光水漾精华养肤粉底液遮瑕持久保湿轻薄,380.00,1000+人付款,法国娇韵诗官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=607253181176&ns=1&abbucket=3
SUQQU苏酷记忆塑形奶油粉底霜110/120持久遮瑕养肤保湿日本粉霜,729.00,200+人付款,天猫国际妙颜社,浙江 杭州,https://detail.tmall.com/item.htm?id=620212523171&ns=1&abbucket=3
【官方正品】COVERMARK中草粉底霜修护粉底霜30g日本养肤防晒,455.00,800+人付款,covermark旗舰店,上海,https://detail.tmall.com/item.htm?id=522103304362&ns=1&abbucket=3
美宝莲fit me粉底液控油持久遮瑕保湿干皮混油皮fitme正品旗舰店,79.00,3000+人付款,美宝莲美洁金信专卖店,江苏 淮安,https://detail.tmall.com/item.htm?id=566732941046&ns=1&abbucket=3
阿玛尼红色气垫bb霜替换芯粉色樱花水光感粉底液遮瑕保湿2 3正品,252.00,600+人付款,阿飞_1219,上海,https://item.taobao.com/item.htm?id=622935518258&ns=1&abbucket=3#detail
【双11预售】彩棠TIMAGE小圆管持妆粉底液遮瑕膏女控油持久不脱妆,234.00,3000+人付款,彩棠旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=653442327868&ns=1&abbucket=3
【超值赠品】兰蔻持妆轻透粉底液30ml小样遮瑕隔离持久防水防汗,430.00,200+人付款,天猫国际妙颜社,浙江 杭州,https://detail.tmall.com/item.htm?id=616194180905&ns=1&abbucket=3
KATO粉底液持久不脱妆持妆遮瑕保湿持久干皮混油皮旗舰店官方正品,89.00,4000+人付款,卡莲丝黛,安徽 合肥,https://item.taobao.com/item.htm?id=653140690635&ns=1&abbucket=3#detail
Funnyelves盈润干皮持妆粉底液长效持妆遮瑕养肤秋冬水润服帖保湿,138.00,3000+人付款,funnyelves旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=642820521222&ns=1&abbucket=3
植村秀小方瓶羽纱持妆粉底液35ml持久遮瑕控油自然不假白584#774,235.00,700+人付款,白玫瑰一号店,广东 深圳,https://item.taobao.com/item.htm?id=657235553868&ns=1&abbucket=3#detail
zelens粉底液钻石/青春养肤奶油肌干皮亲妈遮瑕保湿持久age/youth,379.00,700+人付款,水羊美妆海外专营店,河南 郑州,https://detail.tmall.com/item.htm?id=620008761842&ns=1&abbucket=3
正品雅诗兰黛粉底液白金级奢宠养肤持久服贴保湿滋润细腻遮瑕30ML,486.00,500+人付款,乐童乐心1983,上海,https://item.taobao.com/item.htm?id=657061414281&ns=1&abbucket=3#detail
阿玛尼权力粉底液蓝标大师设计师权利红标持久不脱妆油皮遮瑕控油,293.00,900+人付款,sd1554040,广东 深圳,https://item.taobao.com/item.htm?id=650090739439&ns=1&abbucket=3#detail
珀莱雅遮瑕粉底液干皮亲妈底妆持久水润保湿BB霜隔离学生女平价,99.90,4000+人付款,珀莱雅官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=605493077489&ns=1&abbucket=3
【预售礼遇】CHANEL 香奈儿米色时尚粉底液 果冻瓶水润持妆保湿,600.00,,chanel香奈儿官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=624972263044&ns=1&abbucket=3
Fabloox馥碧诗养肤粉霜粉底液 混油皮持妆清透粉底霜遮瑕持久控油,109.00,3000+人付款,fabloox旗舰店,江苏 南京,https://detail.tmall.com/item.htm?id=641528387629&ns=1&abbucket=3
【预售】Dewy Lab淂意晨露粉底霜液遮瑕不脱妆干皮得意敏感肌粉霜,323.00,3000+人付款,淂意旗舰店,上海,https://detail.tmall.com/item.htm?id=635179742545&ns=1&abbucket=3
毛戈平光感滋润无痕粉膏控油持久不易脱妆遮瑕防水粉底液官方正品,350.00,600+人付款,毛戈平官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=14023154582&ns=1&abbucket=3
卡姿兰粉底液遮瑕保湿持久控油女学生平价混油皮干皮bb霜正品大牌,79.00,2000+人付款,卡姿兰瑞鼎诚专卖店,北京,https://detail.tmall.com/item.htm?id=572723222275&ns=1&abbucket=3
新款兰蔻持妆粉底液遮瑕保湿持久控油箐纯奇迹薄纱po01 p01 30ml,253.00,700+人付款,zhs252898484,上海,https://item.taobao.com/item.htm?id=630644738363&ns=1&abbucket=3#detail
小蓝盾粉底液提亮肤色干油皮bb霜遮瑕保湿控油持久不脱妆学生平价,39.90,1万+人付款,maycheer美茜儿旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=652244706095&ns=1&abbucket=3
美宝莲粉底液SuperStay无敌控油特雾旗舰店官方正品超持久不脱妆,105.33,1000+人付款,jessicassuitcase海外旗舰,泰国,https://detail.tmall.com/item.htm?id=652986509711&ns=1&abbucket=3
美康粉黛养肤粉底液遮瑕保湿持久防水控油干皮油皮bb霜女学生平价,49.00,6000+人付款,美康粉黛旗舰店,江苏 淮安,https://detail.tmall.com/item.htm?id=537807923094&ns=1&abbucket=3
香港直邮/植村秀新品小方瓶羽纱持妆574粉底液控油遮瑕奶油肌584,178.00,800+人付款,千姿美丽用品店,香港 新界,https://item.taobao.com/item.htm?id=656944674381&ns=1&abbucket=3#detail
雅诗兰黛 DW持妆持久粉底液30ml油皮亲妈保湿遮瑕不脱妆正品1W1,202.00,2000+人付款,法兰释企业店铺,上海,https://item.taobao.com/item.htm?id=578878198640&ns=1&abbucket=3#detail
FV鎏金焕颜粉底液遮瑕保湿持久不脱妆养肤油皮干皮bb霜官方旗舰店,49.90,5000+人付款,fv化妆品旗舰店,广东 广州,https://detail.tmall.com/item.htm?id=656639243222&ns=1&abbucket=3
【直播间专享】AnastasiaABH粉底液遮瑕保湿持久控油不脱妆30ml,159.00,1000+人付款,anastasiabeverlyhills,广东 东莞,https://detail.tmall.com/item.htm?id=630489997645&ns=1&abbucket=3
现货英国zelens粉底液age遮瑕zenlens养肤持久保湿控油持妆保税BS,291.00,600+人付款,宝贝熊美国正品代购,河南 商丘,https://item.taobao.com/item.htm?id=624588889785&ns=1&abbucket=3#detail
奶油肌鼻祖~日本新版SUQQU贵妇记忆粉霜粉底101 002 110 210 30g,318.00,500+人付款,xuyiweiasdf,浙江 杭州,https://item.taobao.com/item.htm?id=618006635490&ns=1&abbucket=3#detail
【百亿补贴 官旗5折】MAKE UP FOR EVER玫珂菲水润持妆粉底液服帖,380.00,900+人付款,makeupforever官方旗舰店,上海,https://detail.tmall.com/item.htm?id=655654139036&ns=1&abbucket=3
阿玛尼权利粉底液权力红标大师蓝标遮瑕滋润修饰肤色持久轻薄30ml,265.00,1000+人付款,cliv001,广东 深圳,https://item.taobao.com/item.htm?id=657212563457&ns=1&abbucket=3#detail
泰国Mistine蜜丝婷蓝盾粉底液保湿持久控油干皮bb霜旗舰店正品,119.90,2000+人付款,mistine化妆品旗舰店,江苏 南京,https://detail.tmall.com/item.htm?id=618266495408&ns=1&abbucket=3
【双十一抢先定】雅诗兰黛白金级养肤粉底液宝石粉底光感细腻遮瑕,920.00,600+人付款,雅诗兰黛官方旗舰店,上海,https://detail.tmall.com/item.htm?id=523368402322&ns=1&abbucket=3
【双十一预售】TOM FORD丝雾圆管粉底液 轻薄遮瑕 混油皮持妆遮暇,740.00,900+人付款,tomford汤姆福特旗舰店,浙江 嘉兴,https://detail.tmall.com/item.htm?id=625594830189&ns=1&abbucket=3
正品现货 Guerlain娇兰 新款金钻修颜粉底液00号01号 30ML,358.00,300+人付款,guoweixiuxiu,山东 威海,https://item.taobao.com/item.htm?id=598645040479&ns=1&abbucket=3#detail
【入店必买】Blank ME智能柔光粉底液混干混油 持妆遮瑕保湿 细闪,309.00,400+人付款,blankme海外旗舰店,浙江 宁波,https://detail.tmall.com/item.htm?id=616580193209&ns=1&abbucket=3
【双11礼遇】肌肤之钥CPB粉霜 晶钻润耀粉霜养肤 贵妇粉底液,2300.00,400+人付款,肌肤之钥官方旗舰店,浙江 杭州,https://detail.tmall.com/item.htm?id=563510207800&ns=1&abbucket=3
zelens钻石粉底液遮瑕水润干皮亲妈奶油肌养肤粉底持久持妆抗氧化,19.00,800+人付款,芭莎bazaar88,上海,https://item.taobao.com/item.htm?id=589951793058&ns=1&abbucket=3#detail
巴贝拉粉底液芭贝拉持久不脱妆养肤旗舰店官方正品的粉底夜秋持妆,59.00,3000+人付款,zhangqianqian1207,山东 青岛,https://item.taobao.com/item.htm?id=630793170715&ns=1&abbucket=3#detail
【双11预售】zelens Age粉底液水润遮瑕干皮奶油肌养肤面膜套装,439.00,9000+人付款,zelens海外旗舰店,河南 郑州,https://detail.tmall.com/item.htm?id=624500072903&ns=1&abbucket=3
