productId,price,name,shop,自营
52343897698,19.90,百雀羚三生花持色莹亮唇膏学生款持久保湿不易脱色官网 西柚色 3.2g,百雀羚旗舰店,"['放心购', '秒杀']"
100022610238,290.00,"
雅诗兰黛倾慕哑光唇膏557#焦糖烤栗色保湿滋润温柔显白不挑皮持久不掉色化妆品礼盒【预售】",Estee Lauder雅诗兰黛京东自营官方旗舰店,"['自营', '券1200-100', '赠']"
100009056327,129.00,"	
花西子雕花/浮雕唇膏女半哑光正红烂番茄色中国风杜鹃520礼物送女友情人节- M117红鸾绣（正红色）",花西子京东自营旗舰店,"['自营', '放心购']"
100018689976,899.00,花西子【东方礼】x杜鹃定制东方佳人妆奁四彩妆套装化妆品全套初学者组合情人节送女友生日结婚礼物,花西子京东自营旗舰店,"['自营', '放心购']"
100024754698,360.00,"	
纪梵希（Givenchy）限量版高定香榭唇膏N37(爱语版) 3.4g  半哑光 女王红 生日礼物",GIVENCHY纪梵希京东自营官方旗舰店,"['自营', '放心购', '新品', '闪购', '券1200-100', '赠']"
100022162276,189.00,"	
colorkey 珂拉琪Hello Kitty粉力琪遇礼盒02粉力王炸1g*6支 空气唇釉全丝绒系列哑光雾面唇彩 礼物送礼",colorkey京东自营官方旗舰店,"['自营', '放心购', '闪购', '每满159-60', '赠']"
100022138614,189.00,"	
colorkey 珂拉琪Hello Kitty粉力琪遇礼盒01粉力出圈1g*6 空气唇釉镜光镜面丝绒哑光唇彩唇蜜 礼物送礼",colorkey京东自营官方旗舰店,"['自营', '放心购', '闪购', '每满159-60', '赠']"
100016002868,129.00,"	
花西子雕花/浮雕唇膏女半哑光正红烂番茄色中国风杜鹃520礼物送女友情人节七夕节- M119湘妃绣",花西子京东自营旗舰店,['自营']
100017411370,350.00,"	
阿玛尼（ARMANI）挚爱哑光唇膏405 4g（烤番茄红 哑而不干  雾面哑光 生日礼物送女友）",阿玛尼（Armani）美妆京东自营专区,"['自营', '品质溯源', '满199-20']"
10030954093305,128.00,彩妆十三件套中国风彩妆套装化妆品套装初学者全套礼盒花仙西子生日礼物纪念日礼物送妈妈女朋友老婆闺蜜 闲云孤鹤彩妆十三件套,众美尚品化妆品专营店,['放心购']
10035434492412,298.00,【生日礼物】YSL圣罗兰套装礼盒ysl小金条21杨树林圆管12方管1966老婆生日礼物女 小金条21# 复古正红色,致臻化妆品专营店,"['京东物流', '放心购']"
100010102495,285.00,"	
圣罗兰(YSL)哑光小金条28号礼盒 2.2g【高阶胡萝卜色 复古哑光】生日礼物送女友",圣罗兰（YSL）海外京东自营专区,"['自营', '放心购', '品质溯源', '秒杀', '券299-30', '每满300-30']"
100021105894,520.00,"	
花西子并蒂同心妆匣/雕花唇膏哑光滋润同心锁礼盒套装七夕情人节教师节礼物送女友520定情版",花西子京东自营旗舰店,"['自营', '放心购']"
100026321248,249.00,"	
阿玛尼（ARMANI）红管唇釉405# 丝绒哑光唇釉 6.5ml（至美番茄红 免税版）",阿玛尼（Armani）美妆京东自营专区,"['自营', '放心购']"
100011780426,59.00,"	
colorkey 珂拉琪雾面丝绒空气哑光唇釉 R666珂拉琪红1.7g 唇彩唇蜜唇泥丝绒系列不易沾杯不易掉色",colorkey京东自营官方旗舰店,"['自营', '放心购', '闪购', '2件7.5折']"
10029675738572,29.00,【两支39】小熊唇釉皮可小熊琉光镜面唇釉持久润泽显白玻璃唇釉呆萌熊小布丁唇彩唇蜜 01#白桃乌龙,楚博美妆护肤专营店,[]
100012377628,89.00,"	
卡姿兰（Carslan）雾吻唇膏（雾面哑光不易沾杯不易掉色M05（奶油萝卜）生日礼物女",卡姿兰京东自营官方旗舰店,"['自营', '放心购', '闪购']"
100011031443,659.00,"	
完美日记 小细跟皮箱礼盒01 小细跟*6 含手提箱+贺卡+手提袋  生日礼物",完美日记京东自营旗舰店,"['自营', '放心购', '闪购']"
100001744230,139.80,"	
完美日记小黑钻套组倾色暮光唇膏迷你6支装礼盒  生日礼物",完美日记京东自营旗舰店,"['自营', '放心购', '闪购', '每满159-60']"
68155541890,128.00,礼盒彩妆套装生日礼物女生情人节礼物送女友女朋友女孩闺蜜老婆老师创意情侣实用表白礼品 花仙西子国风彩妆礼盒,茜儿姐礼品旗舰店,"['京东物流', '放心购', '秒杀']"
66243354332,108.00,礼盒套装生日礼物女生情人节礼物送女友女朋友女孩女神闺蜜老婆创意实用浪漫表白礼品 奢金魅惑三支礼盒,爱唯一礼品旗舰店,"['京东物流', '放心购', '秒杀', '每满108-10']"
100009404481,219.00,花西子【同心礼】同心锁/浮雕雕花唇膏女保湿滋润中国风情人节礼物-M413檀心锁,花西子京东自营旗舰店,"['自营', '放心购']"
100007090981,350.00,"	
迪奥Dior全新烈艳蓝金唇膏哑光772#3.5g (唇膏女 干枯玫瑰色 送老婆  送女友）",迪奥（Dior）美妆京东自营专区,"['自营', '放心购', '品质溯源', '券300-10', '满300-30']"
100016525736,89.00,"	
花西子鲜花/女款雾面哑光保湿滋润唇膏奶茶豆沙烂番茄色- M401 圣檀心（哑光豆沙粉）",花西子京东自营旗舰店,"['自营', '放心购']"
100012404509,360.00,纪梵希（Givenchy）高定香榭红丝绒唇膏N36 3.4g  哑光 禁忌番茄红 生日礼物,GIVENCHY纪梵希京东自营官方旗舰店,"['自营', '放心购', '闪购', '券1200-100', '赠']"
100009482880,225.00,"	
阿玛尼（ARMANI）红管陶土红棕系列 唇釉 415 赤木红棕 山楂红 红管新色 6.5ml彩妆礼物",京东国际美妆自营跨境免税店,"['自营', '放心购', '品质溯源', '包税', '券159-20', '每满300-30']"
5901482,348.00,"	
汤姆福特（TOM FORD）TF 经典黑金唇膏 3g 15 Wild Ginger 大热姜红 滋润 奶油质地彩妆礼物",京东国际美妆自营跨境免税店,"['自营', '放心购', '品质溯源', '包税', '券299-20', '每满300-30']"
65679377860,129.00,花西子雕花浮雕唇膏女学生半哑光正红色烂番茄色不易粘杯掉色中国风杜鹃情人节送女友生日礼物 M408子期绣（红柚豆沙）,花西子旗舰店,['放心购']
100007857213,960.00,"	
兰蔻（LANCOME）皮革唇膏三支装定制礼盒（196+888+278）彩妆套装 明星色号显白滋润持久 生日礼物送女友",兰蔻京东自营官方旗舰店,"['自营', '券1200-100', '赠']"
100026324206,110.00,"	
3CE三熹玉丝绒唇釉网红#棕土色#BITTER HOUR苦咖色",3CE京东自营官方旗舰店,"['自营', '放心购', '新品', '满赠']"
68629611821,29.00,戈戈舞学生平价女小众品牌哑光雾面丝绒唇膏gogotales 607细闪番茄（小粉管）,微刻化妆品专营店,['放心购']
10023696432339,89.00,"	
2支89】传奇红樱桃唇膏专柜正品官方女士保湿滋润防干裂今生同款变色唇膏学生孕妇可用千人千色不掉色 变色唇膏2支装",柏曼美妆专营店,"['京东物流', '满200-30']"
100021105906,350.00,"	
圣罗兰（YSL）小金条  哑光新色1966红棕色  2.2g（复古哑光 持久显色  送礼盒）生日礼物",圣罗兰（YSL）美妆京东自营专区,"['自营', '放心购', '品质溯源', '每满300-30']"
100025702844,69.00,colorkey 珂拉琪黑缎唇釉（三周年限定版）B911冷萃咖啡2g 丝滑润哑系列 唇彩唇蜜哑光丝绒雾面不易沾杯,colorkey京东自营官方旗舰店,"['自营', '放心购']"
100010017933,135.00,"	
欧莱雅(LOREAL)纷泽滋润唇膏 666 哑光开挂红3.7g 雾面正红色 送女友 生日礼物【11.11彩妆】",欧莱雅京东自营官方旗舰店,"['自营', '放心购', '券469-20', '赠']"
10022905498812,79.00,"	
卡姿兰礼盒 哑光唇膏不易掉色滋润日常小样平价学生女礼物唇釉套装5支 套装5支",卡姿兰童话的峰专卖店,"['京东物流', '放心购', '秒杀', '满89-10']"
100012141151,255.00,"	
阿玛尼（ARMANI）挚爱哑光唇膏 405 4g （烤番茄红 雾面哑光）",京东国际美妆自营跨境免税店,"['自营', '放心购', '品质溯源', '秒杀', '券299-20', '每满300-30']"
10028984018606,238.00,【国内专柜】Armani阿玛尼唇釉405\/415臻致丝绒红管礼盒套装哑光液体唇膏 红管405#烂番茄红,搏燕化妆品专营店,"['京东物流', '放心购', '秒杀', '免邮', '赠']"
10033626047650,29.00,Pink Bear 皮可熊琉光镜面水唇釉平价持久润泽显白小布丁2.5g 女学生镜面唇彩唇蜜礼物 乖巧宝宝联名款 L310白桃乌龙,Pink Bear旗舰店,['满赠']
100026853896,169.00,欧莱雅(LOREAL)绒雾唇霜 纷泽滋润细管唇膏 666炸场红 1.8g,欧莱雅京东自营官方旗舰店,['自营']
100019217320,69.90,"	
完美日记薄透雾感名片唇釉003 4g（红棕色）丝绒雾面新色持久显白唇膏 生日礼物",完美日记京东自营旗舰店,"['自营', '放心购', '闪购']"
10036798968242,308.00,"	
迪奥（Dior）魅惑蓝金金属滋润哑光丝绒999\/888\/840\/760变色唇膏礼盒套装 全新滋润999#3.5g正红色礼盒套装",wogogo海外旗舰店,"['放心购', '免邮', '每满300-30']"
100009841317,380.00,"	
迪奥Dior化妆品套装(缎光/滋润999经典正红+护肤3ml+香水1ml 小样随机 唇膏女 生日礼物 送老婆  送女友)",迪奥（Dior）美妆京东自营专区,"['自营', '品质溯源', '券300-10', '满300-30']"
10037606689120,89.00,限定款·5支套装】礼盒化妆品套装曼诗丽小细管丝绒哑光雾面唇妆彩妆套装生日礼物送女朋友老婆 永生花礼盒/五支套装,轩妙美妆护肤专营店,"['京东物流', '放心购', '新品', '免邮']"
100003187898,49.00,"	
卡姿兰(Carslan)盈彩唇膏 （易上色 不易脱色 保湿滋润 持久） #08显白色 3.5g  生日礼物女",卡姿兰京东自营官方旗舰店,"['自营', '放心购', '闪购']"
